categoria,subcategoria,descripcion,precio
Charcutería y quesos,"Jamón cocido, lacón, fiambres y mortadela",Pechuga de pavo Nuestra Alacena sobre 2 x 200 g,"3,59 €
(8,98 €/KILO)"
Charcutería y quesos,"Jamón cocido, lacón, fiambres y mortadela",Jamón cocido extra Nuestra Alacena sobre 2 x 225 g,"3,19 €
(7,09 €/KILO)"
Charcutería y quesos,"Jamón cocido, lacón, fiambres y mortadela",Bacon en tiras Nuestra Alacena bandeja 2 x 100 g,"1,89 €
(9,45 €/KILO)"
Charcutería y quesos,"Jamón cocido, lacón, fiambres y mortadela",Bacon Nuestra Alacena sobre 200 g,"1,99 €
(9,95 €/KILO)"
Charcutería y quesos,"Jamón cocido, lacón, fiambres y mortadela",Jamón cocido extra 97% carne Nuestra Alacena sobre 150 g,"1,99 €
(13,27 €/KILO)"
Charcutería y quesos,"Jamón cocido, lacón, fiambres y mortadela",Pechuga de pavo 90% carne Nuestra Alacena sobre 120 g,"2,19 €
(18,25 €/KILO)"
Charcutería y quesos,"Jamón cocido, lacón, fiambres y mortadela",Jamón cocido extra Elpozo 1954 sobre 150 g,"2,00 €
(13,33 €/KILO)"
Charcutería y quesos,"Jamón cocido, lacón, fiambres y mortadela",Mortadela Nuestra Alacena sobre 250 g,"1,25 €
(5,00 €/KILO)"
Charcutería y quesos,"Jamón cocido, lacón, fiambres y mortadela",Fiambre de pavo sándwich Elpozo bandeja 270 g,"2,00 €
(7,41 €/KILO)"
Charcutería y quesos,"Jamón cocido, lacón, fiambres y mortadela",Pechuga de pavo Campofrío Finissimas sobre 115 g,"1,99 €
(17,30 €/KILO)"
Charcutería y quesos,Jamón curado y paleta,Jamón serrano reserva Nuestra Alacena bandeja 200 g,"3,59 €
(17,95 €/KILO)"
Charcutería y quesos,Jamón curado y paleta,Mini taquitos de jamón Nuestra Alacena bandeja 2 x 75 g,"2,29 €
(15,27 €/KILO)"
Charcutería y quesos,Jamón curado y paleta,Paleta curada reserva Nuestra Alacena bandeja 200 g,"2,87 €
(14,36 €/KILO)"
Charcutería y quesos,Jamón curado y paleta,Paleta de cebo ibérica 50% Nuestra Alacena bandeja 100 g,"4,99 €
(49,90 €/KILO)"
Charcutería y quesos,Jamón curado y paleta,Jamón serrano reserva medias lonchas Nuestra Alacena bandeja 100 g,"1,85 €
(18,50 €/KILO)"
Charcutería y quesos,Jamón curado y paleta,Jamón de cebo ibérico 50% Nuestra Alacena bandeja 90 g,"4,89 €
(54,33 €/KILO)"
Charcutería y quesos,Jamón curado y paleta,Paleta curada reserva 50 % duroc Nuestra Alacena bandeja 110 g,"2,59 €
(23,55 €/KILO)"
Charcutería y quesos,Jamón curado y paleta,Jamón serrano reserva Nuestra Alacena bandeja 120 g,"2,69 €
(22,42 €/KILO)"
Charcutería y quesos,Jamón curado y paleta,Jamón curado Elpozo bandeja 2 x 90 g,"3,00 €
(16,67 €/KILO)"
Charcutería y quesos,Jamón curado y paleta,Jamón curado Navidul sobre 50 g,"1,10 €
(22,00 €/KILO)"
Charcutería y quesos,"Lomo, chorizo, fuet, salchichón",Fuet extra Nuestra Alacena bolsa 2 x 170 g,"3,59 €
(10,56 €/KILO)"
Charcutería y quesos,"Lomo, chorizo, fuet, salchichón",Chorizo extra dulce Nuestra Alacena bolsa 270 g,"2,49 €
(9,22 €/KILO)"
Charcutería y quesos,"Lomo, chorizo, fuet, salchichón",Chorizo extra Nuestra Alacena bandeja 2 x 100 g,"1,99 €
(9,95 €/KILO)"
Charcutería y quesos,"Lomo, chorizo, fuet, salchichón",Salchichón extra Nuestra Alacena bandeja 2 x 100 g,"1,99 €
(9,95 €/KILO)"
Charcutería y quesos,"Lomo, chorizo, fuet, salchichón",Chorizo extra picante Nuestra Alacena bolsa 270 g,"2,49 €
(9,22 €/KILO)"
Charcutería y quesos,"Lomo, chorizo, fuet, salchichón",Lomo embuchado Nuestra Alacena bandeja 2 x 70 g,"2,69 €
(19,21 €/KILO)"
Charcutería y quesos,"Lomo, chorizo, fuet, salchichón",Salami extra Nuestra Alacena bandeja 200 g,"1,75 €
(8,75 €/KILO)"
Charcutería y quesos,"Lomo, chorizo, fuet, salchichón",Espetec extra Casa Tarradellas bolsa 180 g,"2,49 €
(13,83 €/KILO)"
Charcutería y quesos,"Lomo, chorizo, fuet, salchichón",Chorizo de pamplona extra Nuestra Alacena bandeja 2 x 112.5 g,"2,09 €
(9,29 €/KILO)"
Charcutería y quesos,"Lomo, chorizo, fuet, salchichón",Espetec extra Nuestra Alacena bolsa 170 g,"2,19 €
(12,88 €/KILO)"
Charcutería y quesos,"Queso curado, semicurado y tierno",Queso especial pasta en polvo Dia Láctea bolsa 150 g,"1,35 €
(9,00 €/KILO)"
Charcutería y quesos,"Queso curado, semicurado y tierno",Queso mezcla 4 quesos rallado Dia Láctea bolsa 200 g,"1,83 €
(9,15 €/KILO)"
Charcutería y quesos,"Queso curado, semicurado y tierno",Queso mozzarella rallado Dia Láctea bolsa 200 g,"1,54 €
(7,70 €/KILO)"
Charcutería y quesos,"Queso curado, semicurado y tierno",Queso especial gratinar rallado Dia Láctea bolsa 200 g,"1,35 €
(6,75 €/KILO)"
Charcutería y quesos,"Queso curado, semicurado y tierno",Queso curado El cencerro 300 g,"3,45 €
(11,50 €/KILO)"
Charcutería y quesos,"Queso curado, semicurado y tierno",Rulo de queso de cabra Dia Lactea 140 g,"1,75 €
(12,50 €/KILO)"
Charcutería y quesos,"Queso curado, semicurado y tierno",Queso curado cortado El Cencerro 250 g,"2,76 €
(11,04 €/KILO)"
Charcutería y quesos,"Queso curado, semicurado y tierno",Dados de queso especial ensalada Dia Láctea bolsa 100 g,"0,99 €
(9,90 €/KILO)"
Charcutería y quesos,"Queso curado, semicurado y tierno",Queso semicurado El cencerro 300 g,"3,03 €
(10,10 €/KILO)"
Charcutería y quesos,"Queso curado, semicurado y tierno",Queso tierno El cencerro 300 g,"2,70 €
(9,00 €/KILO)"
Charcutería y quesos,Queso fresco,Queso fresco natural Dia Láctea tarrina 2 x 250 g,"1,89 €
(3,78 €/KILO)"
Charcutería y quesos,Queso fresco,Queso mozzarella fresca Dia Láctea bolsa 125 g,"0,99 €
(7,92 €/KILO)"
Charcutería y quesos,Queso fresco,Queso fresco natural Dia Láctea tarrina 4 x 62.5 g,"1,09 €
(4,36 €/KILO)"
Charcutería y quesos,Queso fresco,Queso burrata Selección Mundial tarrina 150 g,"2,39 €
(15,93 €/KILO)"
Charcutería y quesos,Queso fresco,Queso fresco de vaca El cencerro tarrina 250 g,"1,65 €
(6,60 €/KILO)"
Charcutería y quesos,Queso fresco,Queso fresco natural Burgo de Arias tarrina 3 x 72 g,"2,25 €
(10,42 €/KILO)"
Charcutería y quesos,Queso fresco,Queso fresco 0% m.g Dia Láctea tarrina 4 x 62.5 g,"1,09 €
(4,36 €/KILO)"
Charcutería y quesos,Queso fresco,Queso fresco de cabra El cencerro tarrina 250 g,"2,77 €
(11,08 €/KILO)"
Charcutería y quesos,Queso fresco,Queso feta D.O.P. Selección Mundial bolsa 150 g,"2,35 €
(15,67 €/KILO)"
Charcutería y quesos,Queso fresco,Queso fresco artesano Vega e Hijos tarrina 250 g,"2,78 €
(11,12 €/KILO)"
Charcutería y quesos,Queso azul y roquefort,Queso roquefort Selección Mundial bandeja 100 g,"1,75 €
(17,50 €/KILO)"
Charcutería y quesos,Queso azul y roquefort,Queso azul El cencerro bandeja 150 g,"1,40 €
(9,33 €/KILO)"
Charcutería y quesos,Queso azul y roquefort,Queso gorgonzola D.O.P. Selección Mundial bandeja 200 g,"2,37 €
(11,85 €/KILO)"
Charcutería y quesos,Quesos fundidos y cremas,Queso de untar original Cremette tarrina 200 g,"1,72 €
(8,60 €/KILO)"
Charcutería y quesos,Quesos fundidos y cremas,Queso fundido en porciones Dia Láctea caja 375 g,"2,15 €
(5,73 €/KILO)"
Charcutería y quesos,Quesos fundidos y cremas,Crema con queso camembert Dia Láctea tarrina 125 g,"1,35 €
(10,80 €/KILO)"
Charcutería y quesos,Quesos fundidos y cremas,Queso de untar original Philadelphia tarrina 250 g,"2,68 €
(10,72 €/KILO)"
Charcutería y quesos,Quesos fundidos y cremas,Queso fundido light en porciones Dia Láctea caja 250 g,"1,55 €
(6,20 €/KILO)"
Charcutería y quesos,Quesos fundidos y cremas,Crema con queso semicurado Dia Láctea tarrina 125 g,"1,35 €
(10,80 €/KILO)"
Charcutería y quesos,Quesos fundidos y cremas,Queso de untar light Cremette tarrina 200 g,"1,72 €
(8,60 €/KILO)"
Charcutería y quesos,Quesos fundidos y cremas,Crema con queso de cabra Dia Láctea tarrina 125 g,"1,35 €
(10,80 €/KILO)"
Charcutería y quesos,Quesos fundidos y cremas,Mini queso tierno Babybel malla 120 g,"2,74 €
(22,83 €/KILO)"
Charcutería y quesos,Quesos fundidos y cremas,Queso fundido original en porciones La vaca que ríe caja 250 g,"2,78 €
(11,12 €/KILO)"
Charcutería y quesos,Quesos internacionales,Queso brie Selección Mundial 200 g,"1,69 €
(8,45 €/KILO)"
Charcutería y quesos,Quesos internacionales,Queso provolone con orégano Selección Mundial bolsa 150 g,"1,99 €
(13,27 €/KILO)"
Charcutería y quesos,Quesos internacionales,Queso curado italiano Selección Mundial bandeja 200 g,"2,79 €
(13,95 €/KILO)"
Charcutería y quesos,Quesos internacionales,Queso emmental Selección Mundial bolsa 250 g,"2,03 €
(8,12 €/KILO)"
Charcutería y quesos,Quesos internacionales,Queso gouda Selección Mundial bandeja 400 g,"3,19 €
(7,98 €/KILO)"
Charcutería y quesos,Quesos internacionales,Queso parmigiano reggiano D.O.P. Selección Mundial bandeja 150 g,"3,45 €
(23,00 €/KILO)"
Charcutería y quesos,Quesos internacionales,Queso camembert Selección Mundial tarrina 250 g,"1,99 €
(7,96 €/KILO)"
Charcutería y quesos,Quesos internacionales,Queso cheddar extra mature Selección Mundial bolsa 200 g,"2,19 €
(10,95 €/KILO)"
Charcutería y quesos,Quesos internacionales,Queso Gruyére Selección Mundial bolsa 200 g,"2,49 €
(12,45 €/KILO)"
Charcutería y quesos,Quesos internacionales,Queso de untar blanco con piña Castello tarrina 125 g,"2,29 €
(18,32 €/KILO)"
Charcutería y quesos,Salchichas,Salchichas cocidas frankfurt Funky Frank bolsa 4 x 160 g,"1,85 €
(2,89 €/KILO)"
Charcutería y quesos,Salchichas,Salchichas cocidas frankfurt con queso Funky Frank bolsa 4 x 140 g,"1,99 €
(3,55 €/KILO)"
Charcutería y quesos,Salchichas,Salchichas cocidas súper Funky Frank bolsa 350 g,"1,79 €
(5,11 €/KILO)"
Charcutería y quesos,Salchichas,Salchichas cocidas Viena con queso Funky Frank bolsa 3 x 200 g,"2,19 €
(3,65 €/KILO)"
Charcutería y quesos,Salchichas,Salchichas cocidas Viena de pollo Funky Frank bolsa 3 x 200 g,"2,15 €
(3,58 €/KILO)"
Charcutería y quesos,Salchichas,Salchichas cocidas frankfurt Campofrío bolsa 4 x 140 g,"2,25 €
(4,02 €/KILO)"
Charcutería y quesos,Salchichas,Salchichas hot dog Elpozo King bolsa 275 g,"1,50 €
(5,45 €/KILO)"
Charcutería y quesos,Salchichas,Salchichas cocidas wieners Oscar mayer bolsa 200 g,"1,33 €
(6,65 €/KILO)"
Charcutería y quesos,Salchichas,Salchichas cocidas wieners con queso Oscar mayer bolsa 200 g,"1,39 €
(6,95 €/KILO)"
Charcutería y quesos,Salchichas,Salchichas frankfurt Elpozo bolsa 3 x 160 g,"2,00 €
(4,17 €/KILO)"
Charcutería y quesos,"Foie, paté y sobrasada",Paté de atún Nuestra Alacena pack 2 x 75 g,"1,60 €
(10,67 €/KILO)"
Charcutería y quesos,"Foie, paté y sobrasada",Paté de cerdo intenso Nuestra Alacena pack 3 x 75 g,"1,75 €
(7,78 €/KILO)"
Charcutería y quesos,"Foie, paté y sobrasada",Paté a la pimienta Nuestra Alacena frasco 125 g,"1,09 €
(8,72 €/KILO)"
Charcutería y quesos,"Foie, paté y sobrasada",Paté a las finas hierbas Nuestra Alacena frasco 125 g,"1,09 €
(8,72 €/KILO)"
Charcutería y quesos,"Foie, paté y sobrasada",Paté de salmón Nuestra Alacena frasco 110 g,"1,45 €
(13,18 €/KILO)"
Charcutería y quesos,"Foie, paté y sobrasada",Mousse de foie de pato Aoste blister 100 g,"1,99 €
(19,90 €/KILO)"
Charcutería y quesos,"Foie, paté y sobrasada",Paté de hígado de cerdo suave Nuestra Alacena pack 2 x 75 g,"1,29 €
(8,60 €/KILO)"
Charcutería y quesos,"Foie, paté y sobrasada",Paté de hígado de cerdo Mina lata 3 x 80 g,"2,19 €
(9,13 €/KILO)"
Charcutería y quesos,"Foie, paté y sobrasada",Paté La piara Tapa Negra lata 3 x 75 g,"3,95 €
(17,56 €/KILO)"
Charcutería y quesos,"Foie, paté y sobrasada",Paté de campaña Nuestra Alacena frasco 125 g,"1,09 €
(8,72 €/KILO)"
Carnicería,Pollo,Filetes de pechuga de pollo Selección de Dia bandeja 450 g aprox.,"3,51 €
(7,79 €/KILO)"
Carnicería,Pollo,Jamoncitos de pollo familiar Selección de Dia bandeja 800 g aprox.,"3,35 €
(4,19 €/KILO)"
Carnicería,Pollo,Longaniza de pollo Selección de Dia bandeja 400 g,"2,99 €
(7,48 €/KILO)"
Carnicería,Pollo,Pechuga de pollo entera formato familiar Selección de Dia bandeja 1 Kg aprox.,"6,99 €
(6,99 €/KILO)"
Carnicería,Pollo,Alas partidas de pollo Selección de Dia bandeja 600 g aprox.,"3,29 €
(5,49 €/KILO)"
Carnicería,Pollo,Cuartos traseros de pollo Selección de Dia bandeja 650 g aprox.,"2,27 €
(3,49 €/KILO)"
Carnicería,Pollo,Albóndigas de pollo Selección de Dia bandeja 420 g,"3,79 €
(9,02 €/KILO)"
Carnicería,Pollo,Filetes de pechuga de pollo corte fino Selección de Dia bandeja 450 g aprox.,"4,05 €
(8,99 €/KILO)"
Carnicería,Pollo,Pechugas enteras de pollo Selección de Dia bandeja 500 g aprox.,"2,95 €
(5,89 €/KILO)"
Carnicería,Pollo,Pollo entero limpio Selección de Dia bandeja 1.9 Kg aprox.,"6,37 €
(3,35 €/KILO)"
Carnicería,Vacuno,Ternera en tacos añojo Selección de Dia bandeja 450 g aprox.,"5,53 €
(12,29 €/KILO)"
Carnicería,Vacuno,Escalopines de ternera Selección de Dia bandeja 350 g aprox.,"5,25 €
(14,99 €/KILO)"
Carnicería,Vacuno,Filete 1ºa de ternera Selección de Dia bandeja 400 g aprox.,"6,00 €
(14,99 €/KILO)"
Carnicería,Vacuno,Entrecot de lomo bajo de vacuno Selección de Dia bandeja 420 g aprox.,"8,40 €
(19,99 €/KILO)"
Carnicería,Vacuno,Escalopín de vacuno extratierno Elpozo Extratiernos bandeja 600 g aprox.,"8,99 €
(14,99 €/KILO)"
Carnicería,Vacuno,Medallón de cadera vacuno Selección de Dia bandeja 235 g aprox.,"3,99 €
(16,99 €/KILO)"
Carnicería,Vacuno,Carpaccio de vacuno marinado con queso Selección de Dia bandeja 110 g,"3,89 €
(35,36 €/KILO)"
Carnicería,Vacuno,Filete de vacuno marinado empanado Selección de Dia bandeja 500 g aprox.,"7,50 €
(14,99 €/KILO)"
Carnicería,Cerdo,Filete de cinta de lomo tierno Selección de Dia bandeja 300 g,"2,69 €
(8,97 €/KILO)"
Carnicería,Cerdo,Estofado de cerdo Selección de Dia bandeja 500 g aprox.,"3,20 €
(6,39 €/KILO)"
Carnicería,Cerdo,Solomillo de cerdo Selección de Dia bolsa 450 g aprox.,"4,05 €
(8,99 €/KILO)"
Carnicería,Cerdo,Longaniza sin tripa Selección de Dia bandeja 325 g,"1,99 €
(6,12 €/KILO)"
Carnicería,Cerdo,Escalopín de lomo de cerdo marinado Elpozo Extratiernos bandeja 600 g aprox.,"4,99 €
(8,32 €/KILO)"
Carnicería,Cerdo,Arreglo para caldo Selección de Dia bandeja 1 Kg aprox.,"5,29 €
(5,29 €/KILO)"
Carnicería,Cerdo,Albóndigas de cerdo Selección de Dia bandeja 400 g,"2,49 €
(6,23 €/KILO)"
Carnicería,Cerdo,Chorizo oreado Selección de Dia bandeja 300 g,"2,29 €
(7,63 €/KILO)"
Carnicería,Cerdo,Chuleta de aguja de cerdo Selección de Dia bandeja 600 g aprox.,"4,13 €
(6,89 €/KILO)"
Carnicería,Cerdo,Secreto de cerdo Selección de Dia bolsa 550 g aprox.,"3,84 €
(6,99 €/KILO)"
Carnicería,Pavo,Solomillo de pavo Selección de Dia bandeja 345 g aprox.,"2,76 €
(7,99 €/KILO)"
Carnicería,Pavo,Filetes de pechuga de pavo Selección de Dia bandeja 575 g aprox.,"5,17 €
(8,99 €/KILO)"
Carnicería,Pavo,Chuletas de pavo al ajillo Selección de Dia bandeja 550 g aprox.,"3,29 €
(5,99 €/KILO)"
Carnicería,Pavo,Pechuga de pavo adobada Serrano bandeja 240 g,"2,59 €
(10,79 €/KILO)"
Carnicería,Pavo,Filete de pavo al pimentón Selección de Dia bandeja 575 g aprox.,"5,17 €
(8,99 €/KILO)"
Carnicería,Pavo,Chuleta de contramuslo de pavo Selección de Dia bandeja 550 g aprox.,"4,28 €
(7,79 €/KILO)"
Carnicería,Pavo,Fiambre de lomo de pavo Serrano bandeja 240 g,"2,49 €
(10,38 €/KILO)"
Carnicería,Conejo,Medio conejo troceado Selección de Dia bandeja 650 g aprox.,"6,08 €
(9,35 €/KILO)"
Carnicería,Hamburguesas y carne picada,Preparado de carne picada de cerdo y vacuno Selección de Dia bandeja 500 g,"3,99 €
(7,98 €/KILO)"
Carnicería,Hamburguesas y carne picada,Hamburguesas de pollo Selección de Dia bandeja 540 g,"3,99 €
(7,39 €/KILO)"
Carnicería,Hamburguesas y carne picada,Preparado de carne picada de pavo y pollo Selección de Dia bandeja 365 g,"2,29 €
(6,27 €/KILO)"
Carnicería,Hamburguesas y carne picada,Preparado de carne picada de vacuno Selección de Dia bandeja 500 g,"4,39 €
(8,78 €/KILO)"
Carnicería,Hamburguesas y carne picada,Hamburguesas crispy chicken 2 unidades Selección de Dia bandeja 240 g,"2,15 €
(8,96 €/KILO)"
Carnicería,Hamburguesas y carne picada,Hamburguesas de vacuno Selección de Dia bandeja 540 g,"4,89 €
(9,06 €/KILO)"
Carnicería,Hamburguesas y carne picada,Preparado de carne picada de cerdo Selección de Dia bandeja 500 g,"3,09 €
(6,18 €/KILO)"
Carnicería,Hamburguesas y carne picada,Hamburguesas de cerdo y vacuno Selección de Dia bandeja 540 g,"4,19 €
(7,76 €/KILO)"
Carnicería,Hamburguesas y carne picada,Preparado de carne picada de vacuno y cerdo Selección de Dia bandeja 900 g,"6,39 €
(7,10 €/KILO)"
Carnicería,Hamburguesas y carne picada,Hamburguesa big new york Selección de Dia bandeja 340 g,"3,99 €
(11,74 €/KILO)"
"Pescados, mariscos y ahumados",Pescados,Escalopines de salmón Selección de Dia bandeja 350g aprox.,"8,91 €
(25,45 €/KILO)"
"Pescados, mariscos y ahumados",Pescados,Filete de dorada Selección de Dia bandeja 240 g aprox.,"5,27 €
(21,95 €/KILO)"
"Pescados, mariscos y ahumados",Pescados,Filete de salmón Selección de Dia bandeja 365 g aprox.,"8,56 €
(23,45 €/KILO)"
"Pescados, mariscos y ahumados",Pescados,Sepia Selección de Dia bandeja 320 g aprox.,"4,99 €
(15,60 €/KILO)"
"Pescados, mariscos y ahumados",Pescados,Filete de bacalao Selección de Dia bandeja 350 g aprox.,"5,25 €
(14,99 €/KILO)"
"Pescados, mariscos y ahumados",Pescados,Buñuelos de bacalao Freskibo bandeja 225 g,"2,99 €
(13,29 €/KILO)"
"Pescados, mariscos y ahumados",Pescados,Lomo de atún Terra nova bandeja 250 g aprox.,"6,24 €
(24,95 €/KILO)"
"Pescados, mariscos y ahumados",Mariscos,Langostino cocido Selección de Dia bandeja 400 g,"4,49 €
(11,23 €/KILO)"
"Pescados, mariscos y ahumados",Mariscos,Taquitos de mar cocidos Mari Marinera bolsa 125 g,"1,99 €
(15,92 €/KILO)"
"Pescados, mariscos y ahumados",Mariscos,Pata de pulpo cocido Mari Marinera bandeja 250 g,"9,95 €
(39,80 €/KILO)"
"Pescados, mariscos y ahumados",Mariscos,Mejillones cocidos en su jugo Aguinamar bolsa 1 Kg,"4,99 €
(4,99 €/KILO)"
"Pescados, mariscos y ahumados",Mariscos,Potón cocido en rodajas Mari Marinera bolsa 200 g,"3,99 €
(19,95 €/KILO)"
"Pescados, mariscos y ahumados",Mariscos,Mejillones en salsa de tomate Aguinamar bandeja 500 g,"3,99 €
(7,98 €/KILO)"
"Pescados, mariscos y ahumados","Ahumados, salazones y preparados",Salmón ahumado Selección Mundial sobre 200 g,"7,49 €
(37,45 €/KILO)"
"Pescados, mariscos y ahumados","Ahumados, salazones y preparados",Salmón ahumado Selección Mundial sobre 100 g,"3,80 €
(38,00 €/KILO)"
"Pescados, mariscos y ahumados","Ahumados, salazones y preparados",Boquerones al vinagre MSC Mari Marinera bandeja 80 g,"2,39 €
(29,88 €/KILO)"
"Pescados, mariscos y ahumados","Ahumados, salazones y preparados",Trucha ahumada Mari Marinera bandeja 100 g,"3,69 €
(36,90 €/KILO)"
"Pescados, mariscos y ahumados","Ahumados, salazones y preparados",Filetes de anchoa del Cantábrico en aceite de girasol Mari Marinera pack 3 x 25 g,"2,69 €
(35,87 €/KILO)"
"Pescados, mariscos y ahumados","Ahumados, salazones y preparados",Anchoa del Cantábrico en aceite de oliva Mari Marinera pack 3 x 25 g,"3,29 €
(43,87 €/KILO)"
"Pescados, mariscos y ahumados","Ahumados, salazones y preparados",Boquerón al vinagre con ajo y perejil MSC Mari Marinera bandeja 80 g,"2,39 €
(29,88 €/KILO)"
"Pescados, mariscos y ahumados","Ahumados, salazones y preparados",Filetes de anchoa en aceite de oliva Consorcio lata 23 g,"2,79 €
(121,30 €/KILO)"
"Pescados, mariscos y ahumados","Ahumados, salazones y preparados",Bacalao desmigado desalado MSC Mari Marinera bandeja 250 g,"4,79 €
(19,16 €/KILO)"
"Pescados, mariscos y ahumados","Ahumados, salazones y preparados",Filetes de anchoa en aceite de oliva reducido sal Mari Marinera lata 29 g,"1,79 €
(61,72 €/KILO)"
"Pescados, mariscos y ahumados",Gulas y surimi,Palitos de surimi refrigeradas MSC Mari Marinera bolsa 300 g,"1,89 €
(6,30 €/KILO)"
"Pescados, mariscos y ahumados",Gulas y surimi,Gulas clásicas refrigeradas MSC Mari Marinera bandeja 200 g,"2,79 €
(13,95 €/KILO)"
"Pescados, mariscos y ahumados",Gulas y surimi,Gulas con gambas Mari Marinera bandeja 200 g,"2,89 €
(14,45 €/KILO)"
"Pescados, mariscos y ahumados",Gulas y surimi,Gula del norte refrigeradas La gula del Norte bandeja 180 g,"5,99 €
(33,28 €/KILO)"
"Pescados, mariscos y ahumados",Gulas y surimi,Palitos de surimi Krissia bolsa 180 g,"2,99 €
(16,61 €/KILO)"
"Pescados, mariscos y ahumados",Gulas y surimi,Del norte al ajillo La gula del Norte bolsa 130 g,"3,99 €
(30,69 €/KILO)"
"Pescados, mariscos y ahumados",Gulas y surimi,Pintxo a la Donostiarra con Krissia Aguinamar tarrina 180 g,"3,39 €
(18,83 €/KILO)"
Verduras,"Ajos, cebollas y puerros",Cebolla malla 750 g,"1,79 €
(2,39 €/KILO)"
Verduras,"Ajos, cebollas y puerros",Ajos malla 250 g,"1,59 €
(6,36 €/KILO)"
Verduras,"Ajos, cebollas y puerros",Cebolla malla 1.5 Kg,"2,89 €
(1,93 €/KILO)"
Verduras,"Ajos, cebollas y puerros",Puerro 250 g,"0,89 €
(3,56 €/KILO)"
Verduras,"Ajos, cebollas y puerros",Cebolla tierna manojo 350 g,"1,29 €
(3,69 €/KILO)"
Verduras,"Ajos, cebollas y puerros",Puerros bandeja 500 g,"2,39 €
(4,78 €/KILO)"
Verduras,"Ajos, cebollas y puerros",Cebolla morada malla 500 g,"1,39 €
(2,78 €/KILO)"
Verduras,"Ajos, cebollas y puerros",Cebolla dulce granel 1 Kg aprox.,"2,49 €
(2,49 €/KILO)"
Verduras,"Ajos, cebollas y puerros",Ajo morado malla 400 g,"1,99 €
(4,98 €/KILO)"
Verduras,"Ajos, cebollas y puerros",Cebolla dulce malla 1 Kg,"2,49 €
(2,49 €/KILO)"
Verduras,"Tomates, pimientos y pepinos",Tomate en rama granel 500 g aprox.,"0,90 €
(1,79 €/KILO)"
Verduras,"Tomates, pimientos y pepinos",Pimiento verde granel 300 g aprox.,"0,72 €
(2,39 €/KILO)"
Verduras,"Tomates, pimientos y pepinos",Pimiento rojo unidad aprox. 390 g aprox.,"1,09 €
(2,79 €/KILO)"
Verduras,"Tomates, pimientos y pepinos",Pimientos tricolor bolsa 500 g,"1,79 €
(3,58 €/KILO)"
Verduras,"Tomates, pimientos y pepinos",Tomate cherry bandeja 400 g,"1,59 €
(3,98 €/KILO)"
Verduras,"Tomates, pimientos y pepinos",Tomate canario malla 750 g,"1,49 €
(1,99 €/KILO)"
Verduras,"Tomates, pimientos y pepinos",Pepino granel 1 Kg aprox.,"1,99 €
(1,99 €/KILO)"
Verduras,"Tomates, pimientos y pepinos",Tomate cherry pera bandeja 250 g,"0,99 €
(3,96 €/KILO)"
Verduras,"Tomates, pimientos y pepinos",Tomate ensalada granel 500 g aprox.,"1,15 €
(2,29 €/KILO)"
Verduras,"Tomates, pimientos y pepinos",Tomate pera granel 500 g aprox.,"1,00 €
(1,99 €/KILO)"
Verduras,"Calabacín, calabaza y berenjena",Calabacín unidad aprox. 475 g,"0,95 €
(1,99 €/KILO)"
Verduras,"Calabacín, calabaza y berenjena",Berenjena granel 800 g aprox.,"1,51 €
(1,89 €/KILO)"
Verduras,"Calabacín, calabaza y berenjena",Calabaza a dados bolsa 500 g,"1,89 €
(3,78 €/KILO)"
Verduras,"Calabacín, calabaza y berenjena",Calabaza unidad aprox. 1.6 Kg,"3,02 €
(1,89 €/KILO)"
Verduras,"Calabacín, calabaza y berenjena",Calabacín bio 500 g,"1,79 €
(3,58 €/KILO)"
Verduras,"Judías, brócolis y coliflores",Brócoli bolsa 500 g,"1,29 €
(2,58 €/KILO)"
Verduras,"Judías, brócolis y coliflores",Judía verde bolsa 500 g,"1,99 €
(3,98 €/KILO)"
Verduras,"Judías, brócolis y coliflores",Coliflor unidad aprox. 2 Kg aprox.,"3,98 €
(1,99 €/KILO)"
Verduras,"Judías, brócolis y coliflores",Repollo liso unidad aprox. 2 Kg aprox.,"2,78 €
(1,39 €/KILO)"
Verduras,"Lechuga, escarolas y endivias",Lechuga iceberg 1 unidad,"1,15 €
(1,15 €/UNIDAD)"
Verduras,"Lechuga, escarolas y endivias",Cogollos bandeja 3 unidades,"1,25 €
(0,42 €/UNIDAD)"
Verduras,"Lechuga, escarolas y endivias",Corazones de lechuga romana bandeja 2 unidades,"1,69 €
(0,85 €/UNIDAD)"
Verduras,"Lechuga, escarolas y endivias",Corazones de cogollos bandeja 6 unidades,"1,99 €
(0,33 €/UNIDAD)"
Verduras,"Lechuga, escarolas y endivias",Endivias bandeja 350 g,"1,29 €
(3,69 €/KILO)"
Verduras,Patatas y zanahorias,Zanahoria bolsa 1 Kg,"1,19 €
(1,19 €/KILO)"
Verduras,Patatas y zanahorias,Patata malla 4 Kg,"3,69 €
(0,92 €/KILO)"
Verduras,Patatas y zanahorias,Patatas granel 1 Kg aprox.,"1,79 €
(1,79 €/KILO)"
Verduras,Patatas y zanahorias,Patata cocer malla 2 Kg,"2,99 €
(1,50 €/KILO)"
Verduras,Patatas y zanahorias,Patata de guarnición malla 1 Kg,"1,49 €
(1,49 €/KILO)"
Verduras,Patatas y zanahorias,Patata especial para freir malla 2 Kg,"3,75 €
(1,88 €/KILO)"
