categoria,subcategoria,descripcion,unidades,precio,marca
Despensa,"Desayuno, dulces y café",Galleta Mini Rellena de Crema Golden 160 Gr,"12,44 € / 1 Kg","1,99 €",OREO
Despensa,"Desayuno, dulces y café",Donettes Rayados 8 Unidades 176 Gr,"15,63 € / 1 Kg","2,75 €",DONUTS
Despensa,"Desayuno, dulces y café",Galleta Rellena de Crema 304 Gr,"13,13 € / 1 Kg","3,99 €",NUTELLA
Despensa,"Desayuno, dulces y café",Lacasitos con Licencia Tubo 20 Gr,"12,75 € / 100 Gr","2,55 €",LACASA
Despensa,"Desayuno, dulces y café",Café Grano Natural 500 Gr,"15,98 € / 1 Kg","7,99 €",MARCILLA
Despensa,"Desayuno, dulces y café",Infusión Cúrcuma y Té Matcha 20 Bolsitas 20 U,"0,14 € / 1 U","2,79 €",HORNIMANS
Despensa,"Desayuno, dulces y café","Bote Chicles Sin Azúcar de Eucalipto en grageas, 60uds","47,50 € / 1 Kg","3,99 €",ORBIT
Despensa,"Desayuno, dulces y café",Caramelo Eucalipto Mentol sin Azúcar 2 x 32 Gr,"29,53 € / 1 Kg","1,89 €",HALLS
Despensa,"Desayuno, dulces y café",Miel de Flores Ecológica Tarro 500 Gr,"10,78 € / 1 Kg","5,39 €",R.APICOLA
Despensa,"Desayuno, dulces y café",Cereales Cheerios Avena 300 Gr,"11,63 € / 1 Kg","3,49 €",NESTLE
Despensa,"Desayuno, dulces y café",Weikis con Pepitas Choco Leche 240 Gr,"11,21 € / 1 Kg","2,69 €",BELLA EASO
Despensa,"Desayuno, dulces y café",Azúcar Moreno Paquete 1 Kg,"1,95 € / 1 Kg","1,95 €",AZUCARERA
Despensa,"Desayuno, dulces y café",Panela 450 Gr,"4,00 € / 1 Kg","1,80 €",NATURWASSY
Despensa,"Desayuno, dulces y café",Té Negro con Canela 20 Bolsitas 20 U,"0,13 € / 1 U","2,50 €",POMPADOUR
Despensa,"Desayuno, dulces y café",Cacao Soluble 0% Azúcares Añadidos 345 Gr,"13,41 € / 1 Kg","4,29 €",NESQUIK
Despensa,"Desayuno, dulces y café",Té Verde Moruno 20 Bolsitas 20 U,"0,14 € / 1 U","2,75 €",POMPADOUR
Despensa,"Desayuno, dulces y café",Canela Molida 43 Gr,"7,65 € / 100 Gr","3,29 €",VAHINÉ
Despensa,"Desayuno, dulces y café",Obleas Estuche 240 Gr,"10,21 € / 1 Kg","2,45 €",FABIAN MARTI
Despensa,"Desayuno, dulces y café",Café Ristretto África 18 Cápsulas 18 U,"0,35 € / 1 U","6,29 €",NESCAFE
Despensa,"Desayuno, dulces y café",Pastas de Té Bandeja 350 Gr,"5,40 € / 1 Kg","1,89 €",GARCINUEZ
Despensa,"Desayuno, dulces y café",Infusión Probióticos y Manzanilla 15 U,"0,20 € / 1 U","2,99 €",POMPADOUR
Despensa,"Desayuno, dulces y café",Infusión Probióticos y Jengibre 15 U,"0,20 € / 1 U","2,99 €",POMPADOUR
Despensa,"Desayuno, dulces y café",Bombón Zebra Largo 3 Unidades 120 Gr,"8,33 € / 1 Kg","1,00 €",DULCESOL
Despensa,"Desayuno, dulces y café",Muesli Frutos Secos Crujiente 500 Gr,"4,58 € / 1 Kg","2,29 €",CERIDÉS
Despensa,"Desayuno, dulces y café",Galleta con Tableta de Chocolate con Leche 150 Gr,"8,33 € / 1 Kg","1,25 €",CONSUM
Despensa,"Desayuno, dulces y café",Hojaldres de Astorga Bandeja 8 Unidades 240 Gr,"7,29 € / 1 Kg","1,75 €",DULMA
Despensa,"Desayuno, dulces y café",Gomas Surtidas Brillo Veganas 110 Gr,"8,64 € / 1 Kg","0,95 €",DAMEL
Despensa,"Desayuno, dulces y café",Jarabe de Arce 150 Gr,"28,33 € / 1 Kg","4,25 €",MAPLE JOE
Despensa,"Desayuno, dulces y café",Copos Avena Integral sin Gluten 450 Gr,"5,56 € / 1 Kg","2,50 €",ESGIR
Despensa,"Desayuno, dulces y café",Chocolate Blanco con Galleta 125 Gr,"13,52 € / 1 Kg","1,69 €",JUNGLY
Despensa,"Desayuno, dulces y café",Galleta con Tableta Chocolate Negro 150 Gr,"8,33 € / 1 Kg","1,25 €",CONSUM
Despensa,"Desayuno, dulces y café",Barrita Choco Krispies Caja 6 Unidades 6 x 20 Gr,"27,92 € / 1 Kg","3,35 €",KELLOGG'S
Despensa,"Desayuno, dulces y café",Cereales Rice Krispies 340 Gr,"12,91 € / 1 Kg","4,39 €",KELLOGG'S
Despensa,"Desayuno, dulces y café",Cacao Soluble 100% Natural 250 Gr,"17,16 € / 1 Kg","4,29 €",VALOR
Despensa,"Desayuno, dulces y café",Café Doppio Espresso Cápsulas 16 U,"0,31 € / 1 U","4,89 €",DOLCE GUSTO
Despensa,"Desayuno, dulces y café",Cafe Colombia Cápsulas 20 U,"0,30 € / 1 U","5,99 €",MARCILLA
Despensa,"Desayuno, dulces y café",Café con Leche 30 Cápsulas 30 U,"0,26 € / 1 U","7,75 €",DOLCE GUSTO
Despensa,"Desayuno, dulces y café",Café Espresso Intenso 30 Cápsulas 30 U,"0,26 € / 1 U","7,75 €",DOLCE GUSTO
Despensa,"Desayuno, dulces y café",Crema para Untar de Galleta 400 Gr,"8,73 € / 1 Kg","3,49 €",LOTUS
Despensa,"Desayuno, dulces y café",Cereales Choco Protein Sin Azúcar 250 Gr,"11,96 € / 1 Kg","2,99 €",ESGIR
Despensa,"Desayuno, dulces y café",Harina Trigo Sarraceno Alforfón 500 Gr,"6,70 € / 1 Kg","3,35 €",NATUR DACSA
Despensa,"Desayuno, dulces y café",Salvado Avena Crujiente Sin Azucares Añadidos 300 Gr,"8,83 € / 1 Kg","2,65 €",ESGIR
Despensa,"Desayuno, dulces y café",Peque Galletas Bolsa 180 Gr,"19,44 € / 1 Kg","3,50 €",NESTLE
Despensa,"Desayuno, dulces y café",Cereales Solubles con Magnesio 150 Gr,"25,27 € / 1 Kg","3,79 €",EKO
Despensa,"Desayuno, dulces y café",Galletas Finas Avena Chocoleche 150 Gr,"15,00 € / 1 Kg","2,25 €",GULLON ZERO
Despensa,"Desayuno, dulces y café",Galleta Fina Chocoleche 150 Gr,"15,00 € / 1 Kg","2,25 €",GULLON ZERO
Despensa,"Desayuno, dulces y café",Galleta Choco Finas 126 Gr,"14,68 € / 1 Kg","1,85 €",MILKA
Despensa,"Desayuno, dulces y café",Obleas Artesanas 20 unidades 35 Gr,"1,29 € / 100 Gr","0,45 €",DICAR
Despensa,"Desayuno, dulces y café",Chocolate con Oreo 300 Gr,"12,50 € / 1 Kg","3,75 €",MILKA
Despensa,"Desayuno, dulces y café",Galleta Flakes Nocilla Caja 3 Bolsitas 105 Gr,"11,43 € / 1 Kg","1,20 €",CUETARA
Despensa,"Desayuno, dulces y café",Chocolate Negro para Postres 200 Gr,"12,75 € / 1 Kg","2,55 €",NESTLE
Despensa,"Desayuno, dulces y café",Caja Cumpleaños Fun Box 70 Gr,"16,43 € / 1 Kg","1,15 €",FINI
Despensa,"Desayuno, dulces y café",Granola Avena Chocolate Special K 320 Gr,"9,69 € / 1 Kg","3,10 €",KELLOGG'S
Despensa,"Desayuno, dulces y café",Edulcorante Eritritol 200 Gr,"16,00 € / 1 Kg","3,20 €",NATURWASSY
Despensa,"Desayuno, dulces y café",Tajada Sandia 150 Gr,"5,93 € / 1 Kg","0,89 €",CONSUM
Despensa,"Desayuno, dulces y café",Mix Regaliz 150 Gr,"6,33 € / 1 Kg","0,95 €",CONSUM
Despensa,"Desayuno, dulces y café",Galleta Mini Cookies Licencia 250 Gr,"8,76 € / 1 Kg","2,19 €",MAXIES
Despensa,"Desayuno, dulces y café",Barrita de Galleta Chocolate con Leche 6 x 18 Gr,"12,87 € / 1 Kg","1,39 €",NESTLE
Despensa,"Desayuno, dulces y café",Fresón Relleno 150 Gr,"5,93 € / 1 Kg","0,89 €",CONSUM
Despensa,"Desayuno, dulces y café",Café Grano Descafeinado 500 Gr,"8,40 € / 1 Kg","4,20 €",CONSUM
Despensa,"Desayuno, dulces y café",Chocolate 99% Cacao 100 Gr,"15,90 € / 1 Kg","1,59 €",CONSUM
Despensa,"Desayuno, dulces y café",Café Descafeinado 16 Cápsulas 16 U,"0,20 € / 1 U","3,20 €",CONSUM
Despensa,"Desayuno, dulces y café",Café Intenso 16 Cápsulas 16 U,"0,20 € / 1 U","3,20 €",CONSUM
Despensa,"Desayuno, dulces y café",Café con Leche 16 Cápsulas 16 U,"0,20 € / 1 U","3,20 €",CONSUM
Despensa,"Desayuno, dulces y café",Cortado 16 Cápsulas 16 U,"0,20 € / 1 U","3,20 €",CONSUM
Despensa,"Desayuno, dulces y café",Café Extra Intenso 16 Cápsulas 16 U,"0,20 € / 1 U","3,20 €",CONSUM
Despensa,"Desayuno, dulces y café",Mini Bollisol 3 Unidades 150 Gr,"6,67 € / 1 Kg","1,00 €",DULCESOL
Despensa,"Desayuno, dulces y café",Mini Magdalenas con Chips Chocolate 133 Gr,"7,52 € / 1 Kg","1,00 €",DULCESOL
Despensa,"Desayuno, dulces y café",Trigo Inflado Miel 500 Gr,"3,98 € / 1 Kg","1,99 €",CERIDÉS
Despensa,"Desayuno, dulces y café",Te Verde con Matcha 20 Bolsitas 20 U,"0,14 € / 1 U","2,75 €",POMPADOUR
Despensa,"Desayuno, dulces y café",Edulcorante Stevia Comprimidos 200 Do,"0,01 € / 1 Do","1,85 €",RIO
Despensa,"Desayuno, dulces y café",Nocistick Original 2 x 30 Gr,"20,00 € / 1 Kg","1,20 €",NOCILLA
Despensa,"Desayuno, dulces y café",Edulcorante Stevia Liquido 125 ml,"14,80 € / 1 L","1,85 €",RIO
Despensa,"Desayuno, dulces y café",Edulcorante Stevia Granulado 200 Gr,"15,50 € / 1 Kg","3,10 €",RIO
Despensa,"Desayuno, dulces y café",Huevo con Sorpresa 3 x 20 Gr,"27,50 € / 1 Kg","1,65 €",ZAINI
Despensa,"Desayuno, dulces y café",Sirope de Agave Bio 350 Gr,"7,71 € / 1 Kg","2,70 €",ECOWASSY
Despensa,"Desayuno, dulces y café",Galleta de Cacao Rellena Caramelo y Vainilla 157 Gr,"9,49 € / 1 Kg","1,49 €",OREO REMIX
Despensa,"Desayuno, dulces y café",Galleta Rellena de Crema 3 x 28 Gr,"11,90 € / 1 Kg","1,00 €",NUTELLA
Despensa,"Desayuno, dulces y café",Schokobons Bolsa 46 Gr,"3,02 € / 100 Gr","1,39 €",KINDER
Despensa,"Desayuno, dulces y café",Galactic Brownies 8 Unidades 200 Gr,"11,25 € / 1 Kg","2,25 €",MR.BROWNIE
Despensa,"Desayuno, dulces y café",Galleta Tosta Rica Oceanix para Llevar 235 Gr,"12,72 € / 1 Kg","2,99 €",CUETARA
Despensa,"Desayuno, dulces y café",Galleta Avena 3 Chocolates 425 Gr,"3,88 € / 1 Kg","1,65 €",NATUR FUN
Despensa,"Desayuno, dulces y café",Galleta Maria del Sur Integral con Espelta 380 Gr,"4,97 € / 1 Kg","1,89 €",FAM.BISCUITS
Despensa,"Desayuno, dulces y café",Galleta María del Sur con Canela 380 Gr,"4,97 € / 1 Kg","1,89 €",FAM.BISCUITS
Despensa,"Desayuno, dulces y café",Galleta Tostada Petit Choco 420 Gr,"2,98 € / 1 Kg","1,25 €",FAM.BISCUITS
Despensa,"Desayuno, dulces y café",Galleta Tosta Rica Cubierta de Chocolate 210 Gr,"12,86 € / 1 Kg","2,70 €",CUETARA
Despensa,"Desayuno, dulces y café",Queso Rulo de Cabra 100% 180 Gr,"11,78 € / 1 Kg","2,12 €",CONSUM
Despensa,"Desayuno, dulces y café",Chocolate Xtreme Galleta y Caramelo 87 Gr,"13,68 € / 1 Kg","1,19 €",NESTLE
Despensa,"Desayuno, dulces y café",Galleta Rellena de Crema 133 Gr,"14,96 € / 1 Kg","1,99 €",DONUTS
Despensa,"Desayuno, dulces y café",Velitas Diseño 10 U,"0,19 € / 1 U","1,89 €",VAHINÉ
Despensa,"Desayuno, dulces y café",Maxi Pepitas XXL Chocolate negro 100 Gr,"26,90 € / 1 Kg","2,69 €",VAHINÉ
Despensa,"Desayuno, dulces y café",Barrita Frutas y Cacahuete 140 Gr,"22,07 € / 1 Kg","3,09 €",NAKD
Despensa,"Desayuno, dulces y café",Chocolate Xtreme Caramelo y Avellana 87 Gr,"13,68 € / 1 Kg","1,19 €",NESTLE
Despensa,"Desayuno, dulces y café",Barrita Frutas y Arándanos 140 Gr,"22,07 € / 1 Kg","3,09 €",NAKD
Despensa,"Desayuno, dulces y café",Chocolate Negro 72% Cacao con Arandanos 100 Gr,"14,00 € / 1 Kg","1,40 €",CONSUM
Despensa,"Desayuno, dulces y café",Chocolate Negro 72% Cacao con Naranja 100 Gr,"14,00 € / 1 Kg","1,40 €",CONSUM
Despensa,"Desayuno, dulces y café",Pack Velas Aniversario Colores Surtidos 24 U,"0,04 € / 1 U","0,99 €",LUMAR
Despensa,"Desayuno, dulces y café",Barrita Cereales Fitness Chocolate con Leche 135 Gr,"22,15 € / 1 Kg","2,99 €",NESTLE
Despensa,"Desayuno, dulces y café",Galleta Chiquilin 525 Gr,"6,95 € / 1 Kg","3,65 €",ARTIACH
Despensa,"Desayuno, dulces y café",Galletas Pick Up! Rellenas de Chocolate 4 x 28 Gr,"17,77 € / 1 Kg","1,99 €",BAHLSEN
Despensa,"Desayuno, dulces y café",Magdalenas Redondas Bolsa 9 Unidades 261 Gr,"9,00 € / 1 Kg","2,35 €",BELLA EASO
Despensa,"Desayuno, dulces y café",Caramelo Masticables Air Fruits 125 Gr,"15,92 € / 1 Kg","1,99 €",VERQUIN
Despensa,"Desayuno, dulces y café",Chocolate con Leche sin Lactosa 100 Gr,"15,90 € / 1 Kg","1,59 €",CONSUM
Despensa,"Desayuno, dulces y café",Barritas Cereales con Choco Blanco 0% Pack 6 120 Gr,"20,75 € / 1 Kg","2,49 €",CORNY
Despensa,"Desayuno, dulces y café",Caña Zebra 3 Unidades 150 Gr,"6,67 € / 1 Kg","1,00 €",DULCESOL
Despensa,"Desayuno, dulces y café",Choco Brownies 5 Unidades 125 Gr,"8,00 € / 1 Kg","1,00 €",DULCESOL
Despensa,"Desayuno, dulces y café",Galleta de Jengibre 320 Gr,"7,16 € / 1 Kg","2,29 €",MELS
Despensa,"Desayuno, dulces y café",Crema de Cacao Chocoleche 620 Gr,"8,79 € / 1 Kg","5,45 €",NOCILLA
Despensa,"Desayuno, dulces y café",Café Colombia 18 Cápsulas 18 U,"0,35 € / 1 U","6,29 €",NESCAFE
Despensa,"Desayuno, dulces y café",Barritas Special K Chocolate Negro 6U 129 Gr,"27,52 € / 1 Kg","3,55 €",KELLOGG'S
Despensa,"Desayuno, dulces y café",Cereales Special K Classic 335 Gr,"7,31 € / 1 Kg","2,45 €",KELLOGG'S
Despensa,"Desayuno, dulces y café",Chocolate con Leche Relleno Sabor Fresa 100 Gr,"9,90 € / 1 Kg","0,99 €",CONSUM
Despensa,"Desayuno, dulces y café",Chocolata Leche Postres 200 Gr,"8,00 € / 1 Kg","1,60 €",CONSUM
Despensa,"Desayuno, dulces y café",Cereales Special K Chocolate Negro 325 Gr,"10,31 € / 1 Kg","3,35 €",KELLOGG'S
Despensa,"Desayuno, dulces y café",Galleta Tosta Rica 760 Gr,"5,25 € / 1 Kg","3,99 €",CUETARA
Despensa,"Desayuno, dulces y café","Kit Kat Dark 3 x 41,5 Gr","17,27 € / 1 Kg","2,15 €",NESTLE
Despensa,"Desayuno, dulces y café",Caramelo sin Azúcar Sabor Extra Fuerte 31 Gr,"2,42 € / 100 Gr","0,75 €",PECTOL
Despensa,"Desayuno, dulces y café",Taco Barra Fresa 135 Gr,"5,56 € / 1 Kg","0,75 €",DAMEL
Despensa,"Desayuno, dulces y café",Spaguetti Pika 200 Gr,"4,95 € / 1 Kg","0,99 €",DAMEL
Despensa,"Desayuno, dulces y café",Cereales Kit Kat 330 Gr,"12,09 € / 1 Kg","3,99 €",NESTLE
Despensa,"Desayuno, dulces y café",Café Espresso Chocolat Cápsulas 10 U,"0,44 € / 1 U","4,39 €",L'OR
Despensa,"Desayuno, dulces y café",Café Espresso Caramel Cápsulas 10 U,"0,44 € / 1 U","4,39 €",L'OR
Despensa,"Desayuno, dulces y café",Cereales Integrales Golden Grahams 375 Gr,"10,64 € / 1 Kg","3,99 €",NESTLE
Despensa,"Desayuno, dulces y café",Taco Barra Regaliz 135 Gr,"5,56 € / 1 Kg","0,75 €",DAMEL
Despensa,"Desayuno, dulces y café",Colorinas Regaliz 90 Gr,"9,89 € / 1 Kg","0,89 €",DAMEL
Despensa,"Desayuno, dulces y café",Chocolatina Licencia 4 x 20 Gr,"24,88 € / 1 Kg","1,99 €",DEKORA
Despensa,"Desayuno, dulces y café",Galleta Petit Doré 420 Gr,"2,98 € / 1 Kg","1,25 €",FAM.BISCUITS
Despensa,"Desayuno, dulces y café",Chocolate Blanco Postres 200 Gr,"8,00 € / 1 Kg","1,60 €",CONSUM
Despensa,"Desayuno, dulces y café","Caramelo Limón Melisa 31,5 Gr","3,14 € / 100 Gr","0,99 €",RICOLA
Despensa,"Desayuno, dulces y café","Caramelo Hierbas Suizas 31,5 Gr","3,14 € / 100 Gr","0,99 €",RICOLA
Despensa,"Desayuno, dulces y café",Chocolate con Leche 125 Gr,"19,92 € / 1 Kg","2,49 €",LINDT
Despensa,"Desayuno, dulces y café",Caramelo sin Azúcar Sabor Cappuccino 90 Gr,"25,44 € / 1 Kg","2,29 €",WERTHERS
Despensa,"Desayuno, dulces y café",Arroz Inflado Choco Sin Gluten 500 Gr,"4,30 € / 1 Kg","2,15 €",CERIDÉS
Despensa,"Desayuno, dulces y café",Cereales Crispy Minis Chocolate 500 Gr,"7,58 € / 1 Kg","3,79 €",WEETABIX
Despensa,"Desayuno, dulces y café",Conos de Galleta 90 Gr,"18,33 € / 1 Kg","1,65 €",DICAR
Despensa,"Desayuno, dulces y café",Miel Naranjo Dosificador 500 Gr,"7,70 € / 1 Kg","3,85 €",CONSUM
Despensa,"Desayuno, dulces y café",Sticks de Galleta Cubiertas de Chocolate 112 Gr,"15,63 € / 1 Kg","1,75 €",MILKA
Despensa,"Desayuno, dulces y café",Galleta Napolitana 426 Gr,"6,55 € / 1 Kg","2,79 €",CUETARA
Despensa,"Desayuno, dulces y café",Café Descafeinado Doypack 75 Gr,"36,67 € / 1 Kg","2,75 €",NESCAFE
Despensa,"Desayuno, dulces y café",Café Natural Doypack 75 Gr,"36,67 € / 1 Kg","2,75 €",NESCAFE
Despensa,"Desayuno, dulces y café",Mini Galleta Dorada Marbu 230 Gr,"6,09 € / 1 Kg","1,40 €",ARTIACH
Despensa,"Desayuno, dulces y café",Miel Romero Dosificador 500 Gr,"9,50 € / 1 Kg","4,75 €",CONSUM
Despensa,"Desayuno, dulces y café",Pastelito Choc & Choc 175 Gr,"16,29 € / 1 Kg","2,85 €",MILKA
Despensa,"Desayuno, dulces y café",Base de Tarta 3 Capas 350 Gr,"8,14 € / 1 Kg","2,85 €",GENOISE
Despensa,"Desayuno, dulces y café",Chocolate con Galleta Dinosaurus 84 Gr,"14,17 € / 1 Kg","1,19 €",NESTLE
Despensa,"Desayuno, dulces y café",Choco Aritos Bañados de Chocolate Negro 128 Gr,"5,63 € / 1 Kg","0,72 €",CONSUM
Despensa,"Desayuno, dulces y café",Pastelito Tender Milk 5 x 37 Gr,"15,08 € / 1 Kg","2,79 €",MILKA
Despensa,"Desayuno, dulces y café",Chicles 60 Minutos Liquid Hierbabuena 22 Gr,"5,23 € / 100 Gr","1,15 €",TRIDENT
Despensa,"Desayuno, dulces y café",Choco Aritos Bañados de Chocolate Blanco 128 Gr,"5,86 € / 1 Kg","0,75 €",CONSUM
Despensa,"Desayuno, dulces y café",Bizcochitos Fresa 150 Gr,"7,67 € / 1 Kg","1,15 €",MELS
Despensa,"Desayuno, dulces y café",Lanza Sabor Nata y Fresa 290 Gr,"5,48 € / 1 Kg","1,59 €",DAMEL
Despensa,"Desayuno, dulces y café",Bizcochitos Naranja 150 Gr,"7,67 € / 1 Kg","1,15 €",MELS
Despensa,"Desayuno, dulces y café",Galleta Dorada Marbú 600 Gr,"5,82 € / 1 Kg","3,49 €",ARTIACH
Despensa,"Desayuno, dulces y café",Café Espresso Barista 20 Cápsulas 20 U,"0,39 € / 1 U","7,89 €",L'OR
Despensa,"Desayuno, dulces y café",Café Espresso Sontuoso 20 Cápsulas 20 U,"0,39 € / 1 U","7,89 €",L'OR
Despensa,"Desayuno, dulces y café",Miel Eucalipto Dosificador 500 Gr,"8,40 € / 1 Kg","4,20 €",CONSUM
Despensa,"Desayuno, dulces y café",Edulcorante 60 sobres 60 U,"0,02 € / 1 U","1,15 €",CONSUM
Despensa,"Desayuno, dulces y café",Bizcochos Soletilla Bolsa 300 Gr,"6,00 € / 1 Kg","1,80 €",EL GRECO
Despensa,"Desayuno, dulces y café",Bolas de Cereal Cubiertas de Chocolate 175 Gr,"20,51 € / 1 Kg","3,59 €",MALTESERS
Despensa,"Desayuno, dulces y café",Barrita Chocolate con Leche 3 x 34 Gr,"16,57 € / 1 Kg","1,69 €",JUNGLY
Despensa,"Desayuno, dulces y café",Café South Asia Espresso 10 Cápsulas 10 U,"0,37 € / 1 U","3,69 €",NESCAFE
Despensa,"Desayuno, dulces y café",Chocolate Extrafino Dulce de Leche 83 Gr,"14,34 € / 1 Kg","1,19 €",NESTLE
Despensa,"Desayuno, dulces y café",Infusion Melatonina y Pasiflora 15 U,"0,20 € / 1 U","2,99 €",POMPADOUR
Despensa,"Desayuno, dulces y café",Infusión Propoleo y Equinácia 15 U,"0,20 € / 1 U","2,99 €",POMPADOUR
Despensa,"Desayuno, dulces y café",Infusión Magnesio y Vitamina C 15 U,"0,20 € / 1 U","2,99 €",POMPADOUR
Despensa,"Desayuno, dulces y café",Chocolate Negro con Proteina 3 x 27 Gr,"36,91 € / 1 Kg","2,99 €",VALOR
Despensa,"Desayuno, dulces y café",Chocolate Negro con Proteínas y Almendra 90 Gr,"27,67 € / 1 Kg","2,49 €",VALOR
Despensa,"Desayuno, dulces y café",M&M´S Cacahuete Bolsa 45 Gr,"3,09 € / 100 Gr","1,39 €",MARS
Despensa,"Desayuno, dulces y café",Chocolate con Galleta Filipinos Blanco 84 Gr,"14,17 € / 1 Kg","1,19 €",NESTLE
Despensa,"Desayuno, dulces y café",Croissants Integrales 0% Azúcares 240 Gr,"6,88 € / 1 Kg","1,65 €",DULCESOL
Despensa,"Desayuno, dulces y café",Magdalenas 0% Azúcares 240 Gr,"6,88 € / 1 Kg","1,65 €",DULCESOL
Despensa,"Desayuno, dulces y café",Galleta Tosta Rica Chocoguay más 17% 144 Gr,"17,01 € / 1 Kg","2,45 €",CUETARA
Despensa,"Desayuno, dulces y café",Lunas al Cacao Pack 6 Unidades 132 Gr,"7,58 € / 1 Kg","1,00 €",DULCESOL
Despensa,"Desayuno, dulces y café",Chapelas Extracao Pack 3 Unidades 135 Gr,"7,41 € / 1 Kg","1,00 €",DULCESOL
Despensa,"Desayuno, dulces y café",Barrita Fitness Protein Cacao 0% Azúcares 80 Gr,"27,38 € / 1 Kg","2,19 €",NESTLE
Despensa,"Desayuno, dulces y café",Cereales Fitness Proteina Cacao 0% Azúcares 310 Gr,"11,58 € / 1 Kg","3,59 €",NESTLE
Despensa,"Desayuno, dulces y café",Caramelo Mentol Eucalipto 2 x 25 Gr,"65,00 € / 1 Kg","3,25 €",FISHERMAN´S
Despensa,"Desayuno, dulces y café",Espresso Colombia Descafeinado Cápsulas 10 U,"0,44 € / 1 U","4,39 €",L'OR
Despensa,"Desayuno, dulces y café",Aros Avena Crujientes 85% Harina Integral 400 Gr,"6,73 € / 1 Kg","2,69 €",CERIDÉS
Despensa,"Desayuno, dulces y café",Panela Bio Tierra Madre Azúcar de Caña Integral 400 Gr,"4,88 € / 1 Kg","1,95 €",OXFAM
Despensa,"Desayuno, dulces y café",Café Soluble Natural 100 Gr,"20,50 € / 1 Kg","2,05 €",BOULLIET
Despensa,"Desayuno, dulces y café",Café Soluble Descafeinado 100 Gr,"21,00 € / 1 Kg","2,10 €",BOULLIET
Despensa,"Desayuno, dulces y café",Café Soluble Natural 200 Gr,"14,25 € / 1 Kg","2,85 €",BOULLIET
Despensa,"Desayuno, dulces y café",Café Soluble Descafeinado 200 Gr,"16,75 € / 1 Kg","3,35 €",BOULLIET
Despensa,"Desayuno, dulces y café",Miel Mil Flores Cruda Tarro 500 Gr,"9,40 € / 1 Kg","4,70 €",R.APICOLA
Despensa,"Desayuno, dulces y café",Cacao Soluble 0% Azúcares Añadidos 450 Gr,"7,44 € / 1 Kg","3,35 €",CONSUM
Despensa,"Desayuno, dulces y café",Copos Integrales con Fruta 450 Gr,"5,31 € / 1 Kg","2,39 €",CERIDÉS
Despensa,"Desayuno, dulces y café",Galleta Dorada Marbu 0% Azúcar más 33% 400 Gr,"7,13 € / 1 Kg","2,85 €",ARTIACH
Despensa,"Desayuno, dulces y café",Crema Untar Avellana y Cacao Tarro 750 Gr,"8,39 € / 1 Kg","6,29 €",NUTELLA
Despensa,"Desayuno, dulces y café",Mega-Roulette Caramelo de Gominola 45 Gr,"1,76 € / 100 Gr","0,79 €",HARIBO
Despensa,"Desayuno, dulces y café",Galleta Choco Bom Bañada Chocolate Leche 100 Gr,"10,00 € / 1 Kg","1,00 €",GULLON
Despensa,"Desayuno, dulces y café",Galleta Choco Bom Bañada Choco Blanco 100 Gr,"10,00 € / 1 Kg","1,00 €",GULLON
Despensa,"Desayuno, dulces y café",Galletas con Chocolate Leche Funny Mushrooms 60 Gr,"19,17 € / 1 Kg","1,15 €",MILTONAS
Despensa,"Desayuno, dulces y café",Barrita de Chocolate con Leche 56 Gr,"23,04 € / 1 Kg","1,29 €",KINDER
Despensa,"Desayuno, dulces y café",Nutella&Go Crema Cacao y Palitos de Pan 80 Gr,"18,63 € / 1 Kg","1,49 €",NUTELLA
Despensa,"Desayuno, dulces y café",Galleta con Chocolate Cards 27 Gr,"2,19 € / 100 Gr","0,59 €",KINDER
Despensa,"Desayuno, dulces y café",Caramelo Crema sin Azúcar 32 Gr,"3,09 € / 100 Gr","0,99 €",ZERO
Despensa,"Desayuno, dulces y café",Caramelo Eucalipto sin Azúcar 32 Gr,"3,09 € / 100 Gr","0,99 €",ZERO
Despensa,"Desayuno, dulces y café",Caramelo Fresa con Nata Yogur Griego sin Azúcar 32 Gr,"3,09 € / 100 Gr","0,99 €",ZERO
Despensa,"Desayuno, dulces y café",Caramelo Miel Limón sin Azúcar 31 Gr,"2,42 € / 100 Gr","0,75 €",PECTOL
Despensa,"Desayuno, dulces y café",Caramelo Eucalipto sin Azúcar 31 Gr,"2,42 € / 100 Gr","0,75 €",PECTOL
Despensa,"Desayuno, dulces y café",Cappuccino Soluble 250 Gr,"11,16 € / 1 Kg","2,79 €",SHIP
Despensa,"Desayuno, dulces y café",Compota De Manzana Frasco 700 Gr,"2,79 € / 1 Kg","1,95 €",MOCITOS
Despensa,"Desayuno, dulces y café",Galletas Cola Cao Bañadas con Chocoolate 157 Gr,"19,04 € / 1 Kg","2,99 €",COLA CAO
Despensa,"Desayuno, dulces y café",Galletas Mini Cola Cao Bañadas con Chocolate 100 Gr,"19,90 € / 1 Kg","1,99 €",COLA CAO
Despensa,"Desayuno, dulces y café",Cereales Fitness Original 300 Gr,"8,97 € / 1 Kg","2,69 €",NESTLE
Despensa,Panes y tostadas,Tortillas de Trigo Paquete 8 Unidades 326 Gr,"6,42 € / 1 Kg","2,45 €
2,09 €",OLD EL PASO
Despensa,Panes y tostadas,Rosquilletas 90 Gr,"9,89 € / 1 Kg","1,09 €
0,89 €",VELARTE
Despensa,Panes y tostadas,Pan Maxi Burger 4 Unidades 300 Gr,"7,63 € / 1 Kg","2,29 €",BIMBO
